GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
1500000US360470824003,360470824003,"Block Group 3, Census Tract 824, Kings County, New York",241,76,0,12,0,12,0,12,77,63,13,19,0,12,16,18,40,40,95,60,0,12
1500000US360470824004,360470824004,"Block Group 4, Census Tract 824, Kings County, New York",247,79,0,12,9,14,0,12,33,39,22,36,36,41,30,36,37,41,70,46,10,16
1500000US360470826001,360470826001,"Block Group 1, Census Tract 826, Kings County, New York",253,95,0,12,0,12,72,60,34,39,0,12,0,12,0,12,47,43,81,66,19,30
1500000US360470826002,360470826002,"Block Group 2, Census Tract 826, Kings County, New York",182,75,0,12,0,12,0,12,60,56,0,12,12,18,0,12,19,16,91,56,0,12
1500000US360470826003,360470826003,"Block Group 3, Census Tract 826, Kings County, New York",593,136,45,67,56,55,15,24,87,76,27,22,39,43,0,12,134,104,190,102,0,12
1500000US360470826004,360470826004,"Block Group 4, Census Tract 826, Kings County, New York",314,89,0,12,0,12,24,29,27,30,14,23,0,12,18,29,61,52,170,88,0,12
1500000US360470828001,360470828001,"Block Group 1, Census Tract 828, Kings County, New York",308,90,0,12,28,26,59,51,85,53,18,28,33,33,0,12,19,32,66,52,0,12
1500000US360470828002,360470828002,"Block Group 2, Census Tract 828, Kings County, New York",184,68,0,12,0,12,0,12,30,31,70,54,25,33,0,12,9,14,41,37,9,13
1500000US360470828003,360470828003,"Block Group 3, Census Tract 828, Kings County, New York",489,110,25,27,40,47,34,39,50,46,62,50,29,35,33,31,45,50,171,73,0,12
1500000US360470830001,360470830001,"Block Group 1, Census Tract 830, Kings County, New York",333,114,0,12,33,55,7,18,26,31,33,54,0,12,70,70,0,12,164,97,0,12
1500000US360470830002,360470830002,"Block Group 2, Census Tract 830, Kings County, New York",150,89,0,12,19,31,20,32,43,43,0,12,32,30,36,54,0,12,0,12,0,12
1500000US360470830003,360470830003,"Block Group 3, Census Tract 830, Kings County, New York",665,145,29,45,39,44,115,89,82,84,98,61,62,66,0,12,58,55,182,111,0,12
1500000US360470830004,360470830004,"Block Group 4, Census Tract 830, Kings County, New York",666,127,0,12,31,39,11,20,133,98,156,98,61,76,35,56,29,33,210,100,0,12
1500000US360470832001,360470832001,"Block Group 1, Census Tract 832, Kings County, New York",108,56,0,12,7,11,14,21,0,12,28,26,0,12,0,12,17,19,42,41,0,12
1500000US360470832002,360470832002,"Block Group 2, Census Tract 832, Kings County, New York",107,50,0,12,0,12,25,25,11,18,5,11,11,17,15,15,0,12,26,30,14,21
1500000US360470834001,360470834001,"Block Group 1, Census Tract 834, Kings County, New York",54,49,0,12,39,44,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12
1500000US360470834002,360470834002,"Block Group 2, Census Tract 834, Kings County, New York",90,57,0,12,0,12,22,28,0,12,7,11,0,12,0,12,0,12,61,54,0,12
1500000US360470836001,360470836001,"Block Group 1, Census Tract 836, Kings County, New York",39,27,0,12,4,8,4,8,0,12,0,12,0,12,0,12,0,12,24,20,7,14
1500000US360470836002,360470836002,"Block Group 2, Census Tract 836, Kings County, New York",298,84,9,13,33,35,34,26,60,38,8,13,14,15,23,35,24,24,60,37,33,31
1500000US360470838001,360470838001,"Block Group 1, Census Tract 838, Kings County, New York",105,69,14,24,5,8,0,12,0,12,5,9,6,10,0,12,39,54,36,39,0,12
1500000US360470838002,360470838002,"Block Group 2, Census Tract 838, Kings County, New York",55,45,0,12,0,12,0,12,16,18,0,12,0,12,0,12,0,12,35,42,4,7
1500000US360470840001,360470840001,"Block Group 1, Census Tract 840, Kings County, New York",126,53,0,12,0,12,14,15,0,12,37,33,7,14,0,12,0,12,68,50,0,12
1500000US360470840002,360470840002,"Block Group 2, Census Tract 840, Kings County, New York",146,64,20,25,0,12,23,22,19,23,9,15,33,41,0,12,0,12,13,19,29,44
1500000US360470846001,360470846001,"Block Group 1, Census Tract 846, Kings County, New York",180,58,36,39,0,12,21,27,11,16,0,12,0,12,11,17,11,20,75,37,15,23
1500000US360470846002,360470846002,"Block Group 2, Census Tract 846, Kings County, New York",138,56,0,12,0,12,53,48,27,21,0,12,5,8,0,12,0,12,49,36,4,7
1500000US360470848001,360470848001,"Block Group 1, Census Tract 848, Kings County, New York",70,49,0,12,0,12,0,12,6,9,0,12,0,12,18,22,0,12,46,46,0,12
1500000US360470848002,360470848002,"Block Group 2, Census Tract 848, Kings County, New York",120,62,0,12,33,38,23,35,0,12,19,22,0,12,0,12,25,28,20,15,0,12
1500000US360470850001,360470850001,"Block Group 1, Census Tract 850, Kings County, New York",124,49,0,12,29,36,0,12,0,12,0,12,20,31,11,17,0,12,55,38,9,11
1500000US360470852001,360470852001,"Block Group 1, Census Tract 852, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470854001,360470854001,"Block Group 1, Census Tract 854, Kings County, New York",174,47,0,12,10,17,9,14,0,12,34,37,9,14,12,16,14,16,63,34,23,26
1500000US360470854002,360470854002,"Block Group 2, Census Tract 854, Kings County, New York",176,57,11,18,0,12,47,39,20,21,10,16,10,16,0,12,34,36,24,20,20,23
1500000US360470856001,360470856001,"Block Group 1, Census Tract 856, Kings County, New York",145,78,10,16,0,12,0,12,56,59,23,36,0,12,0,12,25,31,24,34,7,13
1500000US360470856002,360470856002,"Block Group 2, Census Tract 856, Kings County, New York",423,100,36,32,25,28,14,22,45,45,55,58,12,17,36,30,54,48,146,84,0,12
1500000US360470856003,360470856003,"Block Group 3, Census Tract 856, Kings County, New York",328,116,0,12,23,26,75,71,39,44,0,12,33,50,0,12,51,52,93,63,14,21
1500000US360470858001,360470858001,"Block Group 1, Census Tract 858, Kings County, New York",139,60,0,12,0,12,14,17,68,52,19,30,9,14,5,8,0,12,24,22,0,12
1500000US360470858002,360470858002,"Block Group 2, Census Tract 858, Kings County, New York",339,80,28,40,16,18,32,29,12,18,32,35,10,17,31,34,34,32,121,50,23,19
1500000US360470860001,360470860001,"Block Group 1, Census Tract 860, Kings County, New York",141,59,0,12,28,44,31,42,0,12,0,12,0,12,0,12,0,12,82,43,0,12
1500000US360470860002,360470860002,"Block Group 2, Census Tract 860, Kings County, New York",316,93,0,12,103,70,19,32,9,15,51,48,62,47,10,16,0,12,42,41,20,32
1500000US360470860003,360470860003,"Block Group 3, Census Tract 860, Kings County, New York",381,122,15,25,5,8,0,12,12,21,51,46,20,31,0,12,31,40,218,103,29,35
1500000US360470862001,360470862001,"Block Group 1, Census Tract 862, Kings County, New York",273,98,12,20,53,60,71,63,55,54,41,50,0,12,0,12,0,12,22,24,19,30
1500000US360470862002,360470862002,"Block Group 2, Census Tract 862, Kings County, New York",123,58,0,12,0,12,0,12,0,12,13,21,48,50,24,33,11,18,23,26,4,9
1500000US360470862003,360470862003,"Block Group 3, Census Tract 862, Kings County, New York",329,106,0,12,0,12,35,39,81,63,53,53,15,27,12,19,25,32,108,74,0,12
1500000US360470864001,360470864001,"Block Group 1, Census Tract 864, Kings County, New York",189,76,0,12,35,40,0,12,31,36,0,12,5,7,32,41,28,35,42,35,16,20
1500000US360470864002,360470864002,"Block Group 2, Census Tract 864, Kings County, New York",164,67,18,20,23,37,21,21,12,19,0,12,11,17,0,12,6,9,73,48,0,12
1500000US360470866001,360470866001,"Block Group 1, Census Tract 866, Kings County, New York",246,72,0,12,0,12,13,23,39,32,57,50,28,36,0,12,14,17,82,54,13,22
1500000US360470866002,360470866002,"Block Group 2, Census Tract 866, Kings County, New York",195,73,0,12,15,24,0,12,22,31,15,24,27,40,21,33,14,24,69,58,12,23
1500000US360470866003,360470866003,"Block Group 3, Census Tract 866, Kings County, New York",237,76,0,12,0,12,0,12,0,12,25,32,25,36,12,18,35,37,140,68,0,12
1500000US360470868001,360470868001,"Block Group 1, Census Tract 868, Kings County, New York",339,82,11,18,14,23,7,14,17,20,41,31,17,26,0,12,26,29,206,77,0,12
1500000US360470868002,360470868002,"Block Group 2, Census Tract 868, Kings County, New York",195,84,0,12,20,32,8,16,25,32,30,36,6,10,0,12,41,47,65,53,0,12
1500000US360470868003,360470868003,"Block Group 3, Census Tract 868, Kings County, New York",433,80,6,10,20,22,120,72,63,54,31,36,21,33,0,12,27,41,124,74,21,30
1500000US360470870001,360470870001,"Block Group 1, Census Tract 870, Kings County, New York",260,78,0,12,0,12,33,38,35,40,10,16,0,12,21,32,50,47,85,55,26,29
1500000US360470870002,360470870002,"Block Group 2, Census Tract 870, Kings County, New York",259,70,17,29,11,15,10,14,35,33,19,23,21,34,30,37,23,38,72,45,21,35
1500000US360470870003,360470870003,"Block Group 3, Census Tract 870, Kings County, New York",294,86,18,26,29,38,17,19,21,31,46,46,2,7,42,49,0,12,72,49,47,43
1500000US360470872001,360470872001,"Block Group 1, Census Tract 872, Kings County, New York",27,31,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29,0,12
1500000US360470872002,360470872002,"Block Group 2, Census Tract 872, Kings County, New York",209,74,0,12,27,32,0,12,52,46,14,22,21,26,29,34,50,42,16,19,0,12
1500000US360470872003,360470872003,"Block Group 3, Census Tract 872, Kings County, New York",333,76,0,12,29,34,12,18,45,48,18,28,0,12,29,46,33,29,167,71,0,12
1500000US360470874011,360470874011,"Block Group 1, Census Tract 874.01, Kings County, New York",333,78,7,10,0,12,9,13,36,34,70,44,67,51,41,38,6,10,97,70,0,12
1500000US360470874012,360470874012,"Block Group 2, Census Tract 874.01, Kings County, New York",676,132,0,12,23,27,59,55,30,34,26,24,39,48,135,93,63,52,291,120,10,16
1500000US360470876001,360470876001,"Block Group 1, Census Tract 876, Kings County, New York",211,61,0,12,7,14,34,41,45,31,0,12,49,35,0,12,11,17,56,35,9,14
1500000US360470876002,360470876002,"Block Group 2, Census Tract 876, Kings County, New York",139,73,0,12,0,12,35,43,0,12,15,24,55,60,0,12,12,21,22,34,0,12
1500000US360470878001,360470878001,"Block Group 1, Census Tract 878, Kings County, New York",255,76,0,12,0,12,22,24,26,26,39,44,22,26,29,40,10,15,107,54,0,12
1500000US360470878002,360470878002,"Block Group 2, Census Tract 878, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470878003,360470878003,"Block Group 3, Census Tract 878, Kings County, New York",580,88,21,21,40,34,27,25,94,58,49,35,37,24,72,47,40,40,190,60,10,17
1500000US360470880001,360470880001,"Block Group 1, Census Tract 880, Kings County, New York",247,106,0,12,34,38,55,59,23,39,13,21,0,12,8,14,0,12,93,74,21,32
1500000US360470880002,360470880002,"Block Group 2, Census Tract 880, Kings County, New York",144,64,0,12,30,30,31,29,19,30,19,17,10,16,18,30,0,12,17,20,0,12
1500000US360470880003,360470880003,"Block Group 3, Census Tract 880, Kings County, New York",249,100,0,12,0,12,8,16,0,12,30,46,2,11,27,43,20,34,89,68,73,55
1500000US360470882001,360470882001,"Block Group 1, Census Tract 882, Kings County, New York",670,150,0,12,42,46,17,27,125,106,74,60,0,12,60,53,49,58,276,132,27,33
1500000US360470882002,360470882002,"Block Group 2, Census Tract 882, Kings County, New York",358,128,28,44,15,25,0,12,0,12,103,77,48,57,14,23,25,42,125,88,0,12
1500000US360470882003,360470882003,"Block Group 3, Census Tract 882, Kings County, New York",509,146,0,12,126,94,83,77,35,54,86,84,16,25,18,29,103,83,42,51,0,12
1500000US360470882004,360470882004,"Block Group 4, Census Tract 882, Kings County, New York",548,155,0,12,0,12,34,40,68,69,73,75,79,74,33,53,40,36,191,95,30,33
1500000US360470884001,360470884001,"Block Group 1, Census Tract 884, Kings County, New York",597,126,0,12,19,30,97,63,54,51,88,59,91,76,20,32,62,50,130,78,36,33
1500000US360470884002,360470884002,"Block Group 2, Census Tract 884, Kings County, New York",331,100,52,56,0,12,22,23,38,43,8,14,46,58,19,30,39,43,107,67,0,12
1500000US360470884003,360470884003,"Block Group 3, Census Tract 884, Kings County, New York",623,135,21,34,12,17,21,33,120,80,121,84,53,53,14,22,54,50,176,84,31,36
1500000US360470886001,360470886001,"Block Group 1, Census Tract 886, Kings County, New York",458,105,0,12,47,41,24,39,87,62,0,12,10,18,49,47,62,47,168,70,11,17
1500000US360470886002,360470886002,"Block Group 2, Census Tract 886, Kings County, New York",434,100,3,11,23,26,12,19,21,34,63,52,8,12,23,37,41,45,142,64,98,72
1500000US360470886003,360470886003,"Block Group 3, Census Tract 886, Kings County, New York",599,121,10,14,79,68,59,50,80,57,22,35,57,53,25,40,57,50,143,69,67,62
1500000US360470888001,360470888001,"Block Group 1, Census Tract 888, Kings County, New York",412,112,0,12,18,28,37,43,70,69,0,12,68,52,6,10,85,72,108,70,20,33
1500000US360470888002,360470888002,"Block Group 2, Census Tract 888, Kings County, New York",245,82,0,12,20,34,53,49,0,12,41,46,61,58,27,34,0,12,20,23,23,36
1500000US360470888003,360470888003,"Block Group 3, Census Tract 888, Kings County, New York",319,114,0,12,16,24,33,43,36,33,9,16,29,33,62,56,0,12,134,71,0,12
1500000US360470890001,360470890001,"Block Group 1, Census Tract 890, Kings County, New York",442,138,69,79,0,12,0,12,81,78,12,18,33,52,55,65,1,14,161,93,30,47
1500000US360470890002,360470890002,"Block Group 2, Census Tract 890, Kings County, New York",580,146,0,12,77,79,0,12,49,53,14,23,125,98,33,44,129,106,153,96,0,12
1500000US360470890003,360470890003,"Block Group 3, Census Tract 890, Kings County, New York",158,61,0,12,0,12,24,28,0,12,0,12,35,57,0,12,0,12,99,61,0,12
1500000US360470890004,360470890004,"Block Group 4, Census Tract 890, Kings County, New York",451,114,0,12,0,12,48,46,16,26,17,27,43,51,27,34,28,45,256,112,16,25
1500000US360470890005,360470890005,"Block Group 5, Census Tract 890, Kings County, New York",216,102,0,12,27,44,22,26,15,24,0,12,48,76,27,43,0,12,32,51,45,56
1500000US360470890006,360470890006,"Block Group 6, Census Tract 890, Kings County, New York",83,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,92,0,12
1500000US360470892001,360470892001,"Block Group 1, Census Tract 892, Kings County, New York",211,97,0,12,0,12,7,10,91,85,18,29,14,25,0,12,20,32,61,54,0,12
1500000US360470892002,360470892002,"Block Group 2, Census Tract 892, Kings County, New York",522,113,0,12,0,12,26,32,0,12,39,46,55,63,0,12,82,78,300,102,20,25
1500000US360470892003,360470892003,"Block Group 3, Census Tract 892, Kings County, New York",432,124,0,12,0,12,44,50,47,46,54,49,17,26,77,82,64,52,129,66,0,12
1500000US360470892004,360470892004,"Block Group 4, Census Tract 892, Kings County, New York",140,80,0,12,31,46,19,32,39,76,6,10,7,12,7,19,23,39,8,13,0,12
1500000US360470894001,360470894001,"Block Group 1, Census Tract 894, Kings County, New York",206,77,0,12,16,26,9,16,46,41,0,12,0,12,0,12,60,59,75,52,0,12
1500000US360470894002,360470894002,"Block Group 2, Census Tract 894, Kings County, New York",141,59,5,12,0,12,31,36,0,12,14,23,34,44,7,14,16,24,21,34,13,20
1500000US360470894003,360470894003,"Block Group 3, Census Tract 894, Kings County, New York",185,81,22,35,0,12,55,51,0,12,38,33,0,12,0,12,0,12,56,48,14,23
1500000US360470894004,360470894004,"Block Group 4, Census Tract 894, Kings County, New York",337,96,0,12,19,33,72,66,17,27,32,38,0,12,10,16,25,30,139,81,23,27
1500000US360470896001,360470896001,"Block Group 1, Census Tract 896, Kings County, New York",168,73,0,12,10,16,0,12,8,13,8,13,38,44,0,12,35,40,62,55,7,12
1500000US360470896002,360470896002,"Block Group 2, Census Tract 896, Kings County, New York",633,107,0,12,75,53,26,39,52,46,99,66,42,47,22,26,32,36,263,94,22,35
1500000US360470896003,360470896003,"Block Group 3, Census Tract 896, Kings County, New York",406,105,0,12,0,12,59,50,40,38,15,25,46,46,46,44,51,48,149,70,0,12
1500000US360470898001,360470898001,"Block Group 1, Census Tract 898, Kings County, New York",141,67,5,9,6,10,0,12,0,12,0,12,30,35,12,19,0,12,88,61,0,12
1500000US360470898002,360470898002,"Block Group 2, Census Tract 898, Kings County, New York",225,73,4,6,0,12,16,18,28,25,0,12,26,28,9,16,19,18,119,67,4,7
1500000US360470900001,360470900001,"Block Group 1, Census Tract 900, Kings County, New York",61,44,0,12,17,27,18,31,0,12,0,12,0,12,0,12,0,12,10,17,16,25
1500000US360470900002,360470900002,"Block Group 2, Census Tract 900, Kings County, New York",157,67,0,12,0,12,0,12,24,28,21,34,0,12,7,12,32,35,43,47,30,36
1500000US360470900003,360470900003,"Block Group 3, Census Tract 900, Kings County, New York",356,84,0,12,83,63,118,76,18,31,19,31,29,29,31,30,25,26,33,40,0,12
1500000US360470900004,360470900004,"Block Group 4, Census Tract 900, Kings County, New York",403,99,28,28,0,12,29,46,59,41,14,22,58,54,62,56,41,39,81,64,31,34
1500000US360470900005,360470900005,"Block Group 5, Census Tract 900, Kings County, New York",302,99,0,12,0,12,26,24,8,13,17,28,81,57,38,44,29,34,103,74,0,12
1500000US360470900006,360470900006,"Block Group 6, Census Tract 900, Kings County, New York",273,83,9,14,37,40,0,12,9,13,36,34,0,12,65,64,49,42,55,41,13,21
1500000US360470900007,360470900007,"Block Group 7, Census Tract 900, Kings County, New York",207,70,0,12,9,14,23,37,8,13,17,27,22,24,9,15,30,26,71,63,18,27
1500000US360470902001,360470902001,"Block Group 1, Census Tract 902, Kings County, New York",374,78,12,14,5,9,56,39,30,29,10,12,18,20,0,12,21,25,184,79,38,44
1500000US360470902002,360470902002,"Block Group 2, Census Tract 902, Kings County, New York",27,25,0,12,0,12,0,12,18,26,0,12,0,12,0,12,5,7,4,7,0,12
1500000US360470902003,360470902003,"Block Group 3, Census Tract 902, Kings County, New York",32,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,25,39
1500000US360470902004,360470902004,"Block Group 4, Census Tract 902, Kings County, New York",62,49,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,22,22,28,37
1500000US360470902005,360470902005,"Block Group 5, Census Tract 902, Kings County, New York",16,24,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470906001,360470906001,"Block Group 1, Census Tract 906, Kings County, New York",367,78,11,20,54,44,70,64,56,41,37,39,0,12,28,33,28,27,68,53,15,23
1500000US360470906002,360470906002,"Block Group 2, Census Tract 906, Kings County, New York",665,83,34,32,42,43,57,48,77,52,59,42,69,54,5,11,7,11,189,84,126,73
1500000US360470906003,360470906003,"Block Group 3, Census Tract 906, Kings County, New York",532,91,36,35,58,43,38,37,131,75,106,50,37,38,0,12,9,16,117,50,0,12
1500000US360470908001,360470908001,"Block Group 1, Census Tract 908, Kings County, New York",566,111,18,23,18,20,49,53,104,75,55,44,40,31,52,65,9,14,179,93,42,51
1500000US360470908002,360470908002,"Block Group 2, Census Tract 908, Kings County, New York",360,87,11,16,37,38,0,12,20,21,50,36,68,53,25,37,29,34,91,63,29,34
1500000US360470908003,360470908003,"Block Group 3, Census Tract 908, Kings County, New York",280,101,33,47,0,12,17,26,9,15,13,19,37,46,16,29,40,38,85,66,30,46
1500000US360470910001,360470910001,"Block Group 1, Census Tract 910, Kings County, New York",695,160,129,91,117,114,15,25,60,50,132,100,41,61,0,12,0,12,113,93,88,87
1500000US360470910002,360470910002,"Block Group 2, Census Tract 910, Kings County, New York",543,130,51,58,0,12,16,24,32,29,98,89,70,90,15,24,71,78,190,135,0,12
1500000US360470910003,360470910003,"Block Group 3, Census Tract 910, Kings County, New York",452,146,30,35,0,12,16,27,44,41,102,73,20,34,0,12,42,70,198,117,0,12
1500000US360470910004,360470910004,"Block Group 4, Census Tract 910, Kings County, New York",620,158,0,12,14,25,99,58,35,40,128,84,98,68,66,81,75,78,105,71,0,12
1500000US360470912001,360470912001,"Block Group 1, Census Tract 912, Kings County, New York",627,158,7,12,0,12,58,64,190,114,36,41,105,99,12,19,58,54,121,80,40,51
1500000US360470912002,360470912002,"Block Group 2, Census Tract 912, Kings County, New York",662,157,27,44,53,50,8,15,67,56,239,127,16,28,32,47,44,53,176,105,0,12
1500000US360470912003,360470912003,"Block Group 3, Census Tract 912, Kings County, New York",947,182,130,97,122,81,29,38,67,69,85,71,135,81,0,12,60,40,319,130,0,12
1500000US360470916001,360470916001,"Block Group 1, Census Tract 916, Kings County, New York",308,91,6,10,28,31,88,52,5,10,0,12,15,24,39,46,9,14,94,64,24,27
1500000US360470916002,360470916002,"Block Group 2, Census Tract 916, Kings County, New York",393,95,19,30,27,37,10,19,17,26,6,13,18,30,77,66,24,30,175,96,20,27
1500000US360470916003,360470916003,"Block Group 3, Census Tract 916, Kings County, New York",274,88,12,21,11,18,40,46,39,49,21,26,16,24,24,29,20,32,58,54,33,52
1500000US360470916004,360470916004,"Block Group 4, Census Tract 916, Kings County, New York",298,112,0,12,28,38,0,12,10,15,0,12,0,12,51,56,33,36,162,83,14,21
1500000US360470918001,360470918001,"Block Group 1, Census Tract 918, Kings County, New York",659,83,47,39,98,69,46,33,26,20,89,54,32,21,16,15,97,55,169,78,39,41
1500000US360470918002,360470918002,"Block Group 2, Census Tract 918, Kings County, New York",18,16,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,12,13,0,12
1500000US360470920001,360470920001,"Block Group 1, Census Tract 920, Kings County, New York",196,76,18,23,40,49,9,14,10,15,11,14,0,12,0,12,32,38,53,47,23,24
1500000US360470920002,360470920002,"Block Group 2, Census Tract 920, Kings County, New York",426,83,23,36,15,19,18,23,0,12,67,60,92,68,28,26,26,33,132,57,25,29
1500000US360470920003,360470920003,"Block Group 3, Census Tract 920, Kings County, New York",28,37,0,12,21,34,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12
1500000US360470922001,360470922001,"Block Group 1, Census Tract 922, Kings County, New York",228,105,0,12,8,14,0,12,33,38,0,12,30,46,0,12,74,67,48,36,35,55
1500000US360470922002,360470922002,"Block Group 2, Census Tract 922, Kings County, New York",546,130,66,60,80,63,30,26,82,56,35,33,53,56,7,12,47,46,102,65,44,45
1500000US360470924001,360470924001,"Block Group 1, Census Tract 924, Kings County, New York",291,95,0,12,18,30,10,16,62,54,36,28,19,21,0,12,50,45,65,54,31,47
1500000US360470924002,360470924002,"Block Group 2, Census Tract 924, Kings County, New York",182,78,9,14,0,12,22,32,0,12,0,12,35,44,9,14,4,6,103,64,0,12
1500000US360470924003,360470924003,"Block Group 3, Census Tract 924, Kings County, New York",186,66,10,17,0,12,0,12,14,20,28,27,17,21,82,72,16,22,19,25,0,12
1500000US360470928001,360470928001,"Block Group 1, Census Tract 928, Kings County, New York",337,92,20,23,0,12,72,51,0,12,0,12,38,42,74,54,22,34,111,62,0,12
1500000US360470928002,360470928002,"Block Group 2, Census Tract 928, Kings County, New York",317,93,37,33,0,12,92,74,9,14,15,24,77,43,19,30,0,12,68,49,0,12
1500000US360470930001,360470930001,"Block Group 1, Census Tract 930, Kings County, New York",178,74,19,31,10,16,0,12,23,27,36,33,25,39,12,19,0,12,29,32,24,19
1500000US360470930002,360470930002,"Block Group 2, Census Tract 930, Kings County, New York",244,76,11,17,8,14,69,43,11,17,0,12,27,40,17,27,50,38,46,41,5,8
1500000US360470932001,360470932001,"Block Group 1, Census Tract 932, Kings County, New York",101,46,11,16,13,15,5,7,0,12,0,12,17,26,13,20,8,14,34,33,0,12
1500000US360470934001,360470934001,"Block Group 1, Census Tract 934, Kings County, New York",256,59,12,19,18,28,32,37,12,19,23,27,20,31,25,27,23,26,55,35,36,30
1500000US360470934002,360470934002,"Block Group 2, Census Tract 934, Kings County, New York",216,64,0,12,34,39,14,23,22,36,41,41,14,22,26,21,0,12,45,34,20,23
1500000US360470936001,360470936001,"Block Group 1, Census Tract 936, Kings County, New York",147,49,30,23,12,15,30,29,5,8,22,28,0,12,6,10,8,13,34,26,0,12
1500000US360470936002,360470936002,"Block Group 2, Census Tract 936, Kings County, New York",115,56,0,12,13,23,44,40,10,16,10,16,0,12,9,14,0,12,22,26,7,10
1500000US360470938001,360470938001,"Block Group 1, Census Tract 938, Kings County, New York",334,92,20,25,0,12,42,39,5,8,10,16,42,33,0,12,74,62,105,53,36,51
1500000US360470938002,360470938002,"Block Group 2, Census Tract 938, Kings County, New York",316,89,0,12,5,9,43,40,47,57,0,12,33,45,33,45,35,38,94,53,26,28
1500000US360470944011,360470944011,"Block Group 1, Census Tract 944.01, Kings County, New York",287,64,27,31,20,31,82,52,27,34,21,30,18,29,17,24,44,42,31,29,0,12
1500000US360470944012,360470944012,"Block Group 2, Census Tract 944.01, Kings County, New York",161,60,0,12,21,35,47,29,14,21,0,12,19,29,16,24,0,12,44,45,0,12
1500000US360470944013,360470944013,"Block Group 3, Census Tract 944.01, Kings County, New York",149,60,0,12,17,19,10,17,8,12,0,12,0,12,0,12,32,38,61,44,21,33
1500000US360470944014,360470944014,"Block Group 4, Census Tract 944.01, Kings County, New York",73,48,0,12,25,39,8,14,0,12,0,12,20,28,13,21,7,10,0,12,0,12
1500000US360470944021,360470944021,"Block Group 1, Census Tract 944.02, Kings County, New York",1168,77,126,72,157,105,172,78,127,80,221,106,174,68,49,41,26,31,112,58,4,8
1500000US360470946001,360470946001,"Block Group 1, Census Tract 946, Kings County, New York",92,40,11,16,3,5,0,12,5,9,4,6,4,6,2,4,19,20,44,39,0,12
1500000US360470946002,360470946002,"Block Group 2, Census Tract 946, Kings County, New York",80,52,0,12,19,31,0,12,0,12,16,25,16,25,0,12,0,12,29,27,0,12
1500000US360470946003,360470946003,"Block Group 3, Census Tract 946, Kings County, New York",61,39,9,16,8,13,0,12,17,27,6,10,0,12,0,12,14,23,7,10,0,12
1500000US360470950001,360470950001,"Block Group 1, Census Tract 950, Kings County, New York",229,67,13,20,28,28,34,34,54,44,4,7,14,17,0,12,12,20,47,35,23,27
1500000US360470950002,360470950002,"Block Group 2, Census Tract 950, Kings County, New York",159,74,0,12,13,14,44,48,38,35,22,35,10,16,0,12,6,8,26,37,0,12
1500000US360470954001,360470954001,"Block Group 1, Census Tract 954, Kings County, New York",224,77,0,12,7,11,20,25,39,43,0,12,52,41,35,36,32,36,39,38,0,12
1500000US360470954002,360470954002,"Block Group 2, Census Tract 954, Kings County, New York",307,113,0,12,19,32,12,25,10,17,68,63,11,17,37,41,8,12,136,83,6,13
1500000US360470954003,360470954003,"Block Group 3, Census Tract 954, Kings County, New York",234,86,0,12,0,12,21,33,0,12,24,33,88,78,0,12,9,13,84,55,8,13
1500000US360470956001,360470956001,"Block Group 1, Census Tract 956, Kings County, New York",316,78,0,12,30,40,58,50,0,12,91,67,0,12,24,29,13,25,100,58,0,12
